WORD	CLUSTER_ID
peli	0
pelata	0
pelaaja	0
voittaa	0
kilpailu	0
sarja	0
kausi	0
joukkue	0
voitto	0
piste	0
kisa	0
ottelu	0
maali	0
erä	0
pallo	0
voittaja	0
kierros	0
sijoittua	0
neljäs	0
vastustaja	0
sija	0
MM|kisa	0
turnaus	0
kärki	0
tappio	0
loukkaantua	0
valmentaja	0
finaali	0
viides	0
mestari	0
urheilija	0
lukema	0
jalka|pallo	0
ykkönen	0
leijona	0
hopea	0
kakkonen	0
mestaruus	0
areena	0
kiekko	0
cup	0
kuudes	0
matsi	0
puolustus	0
jää|kiekko	0
maali|vahti	0
kapteeni	0
ennätys	0
avaus	0
toiseksi	0
lohko	0
ikä|luokka	0
liiga	0
osuma	0
puolustaja	0
mitali	0
ralli	0
ratketa	0
katsomo	0
ilves	0
kolmonen	0
FC	0
hyökkääjä	0
syöttö	0
seitsemäs	0
koti|joukkue	0
laukaus	0
junior	0
tasoittaa	0
ässä	0
tele|visiointi	0
osa|kilpailu	0
karsinta	0
uutinen|video	0
hiihto	0
tv|opas	0
otteluaika|taulu	0
SM|liiga	0
pää|valmentaja	0
maa|joukkue	0
pronssi	0
vastus	0
jokeri	0
Team	0
lyönti	0
kahdeksas	0
kärppä	0
puoli|aika	0
peräkkäinen	0
tappara	0
tahko	0
tolppa	0
stadion	0
runko|sarja	0
kukistaa	0
olympialainen	0
KalPan	0
kerroin	0
juniori	0
niukasti	0
maila	0
floppi	0
Serbia	0
Räikkönen	0
laukoa	0
AC	0
Jesse	0
maraton	0
ryhti	0
yhdeksäs	0
formula	0
juoksija	0
SM|kisa	0
yli|voima	0
Kimi	0
isännöidä	0
aika-ajo	0
luistella	0
honka	0
Jere	0
taisto	0
ennakko|suosikki	0
kataja	0
peli|aika	0
SM	0
semi|finaali	0
divisioona	0
tennis	0
väli|erä	0
Atlantis	0
maa|ilman|mestari	0
suunnistus	0
kalpa	0
maa|ilman|mestaruus	0
salibandy	0
haastaja	0
kaukalo	0
tasoitus	0
koitos	0
jatko|aika	0
jäähy	0
haka	0
Vancouver	0
SM|sarja	0
erikois|koe	0
EM|kisa	0
tasa|peli	0
yleis|urheilu	0
koti|ottelu	0
kevät|kausi	0
edustus|joukkue	0
kiriä	0
peli|paikka	0
päihittää	0
finalisti	0
maa|ilman|cup	0
uimari	0
Monaco	0
pokata	0
ero|tuomari	0
keihäs	0
saalistaa	0
